0.00	X
0.23	B
0.72	X
0.94	A
1.10	B
1.37	C
1.51	A
1.59	E
1.65	C
1.70	B
1.91	E
1.98	F
2.19	A
2.27	F
2.50	A
2.58	B
2.68	F
2.96	X
3.39	F
3.44	C
3.49	B
3.63	A
3.70	E
3.77	A
3.86	B
4.01	A
4.10	C
4.15	B
4.47	A
4.55	E
4.75	C
4.82	B
4.96	F
5.17	B
5.45	C
5.52	A
5.60	C
5.71	G
5.78	B
5.92	X
6.10	B
6.18	A
6.25	B
6.48	C
6.62	B
6.69	C
6.76	B
7.04	C
7.25	B
7.46	D
7.74	X
8.08	X
